epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,2058.75,0.63702,0.81438,0.38734,0.86052,0.66682,0.52511,0.58491,0.23902,0.66341,0.52055,0.59337,0.23345,2.29925,3.02612,1.4509,2.228,0.0003038,0.0003038,0.0003038
259,2066.47,0.60368,0.80074,0.37397,0.85513,0.71631,0.51883,0.59277,0.23983,0.59876,0.54338,0.58231,0.23898,2.32894,3.06489,1.46122,2.22258,0.0002972,0.0002972,0.0002972
260,2074.12,0.60963,0.80459,0.3775,0.85183,0.6822,0.57991,0.6095,0.24448,0.60004,0.54795,0.58233,0.24556,2.27548,3.01094,1.38264,2.18891,0.0002906,0.0002906,0.0002906
261,2081.79,0.60328,0.78614,0.37166,0.8472,0.71721,0.56745,0.62455,0.25092,0.6031,0.58284,0.59845,0.24489,2.27695,3.0389,1.35058,2.20871,0.000284,0.000284,0.000284
262,2089.75,0.60153,0.77669,0.37303,0.85177,0.68018,0.59817,0.61071,0.24948,0.62673,0.56164,0.59793,0.24505,2.28962,2.98617,1.3546,2.21643,0.0002774,0.0002774,0.0002774
263,2097.9,0.61319,0.80501,0.37319,0.84941,0.68971,0.5684,0.61545,0.24901,0.63354,0.54795,0.59235,0.24425,2.31083,3.09786,1.35476,2.24248,0.0002708,0.0002708,0.0002708
264,2105.57,0.61628,0.79224,0.37665,0.85227,0.68275,0.56621,0.61401,0.25137,0.63244,0.52511,0.57807,0.2417,2.34626,3.02139,1.4035,2.25491,0.0002642,0.0002642,0.0002642
265,2113.32,0.59784,0.78593,0.37093,0.85394,0.66288,0.58447,0.6202,0.2583,0.64126,0.56164,0.61117,0.26127,2.30875,3.04121,1.36066,2.20307,0.0002576,0.0002576,0.0002576
266,2121.12,0.59923,0.79475,0.36946,0.84931,0.65728,0.61187,0.61349,0.25019,0.61463,0.57078,0.59786,0.25202,2.29064,3.04476,1.34594,2.20848,0.000251,0.000251,0.000251
267,2128.87,0.61539,0.79006,0.3742,0.85281,0.69824,0.60274,0.63525,0.25966,0.59755,0.59817,0.60144,0.25309,2.26994,3.03325,1.31179,2.20768,0.0002444,0.0002444,0.0002444
268,2136.83,0.62086,0.78793,0.37531,0.85192,0.67415,0.58447,0.63892,0.26313,0.70106,0.51598,0.6073,0.25795,2.25566,3.0543,1.33068,2.17719,0.0002378,0.0002378,0.0002378
269,2144.69,0.6008,0.77289,0.3669,0.85234,0.63248,0.59817,0.61613,0.25039,0.58087,0.60274,0.60655,0.25174,2.26194,3.12307,1.38795,2.16998,0.0002312,0.0002312,0.0002312
270,2152.31,0.58487,0.75604,0.3682,0.8473,0.63769,0.62557,0.62207,0.254,0.59659,0.60274,0.60221,0.24739,2.28105,3.0934,1.41108,2.19996,0.0002246,0.0002246,0.0002246
271,2159.98,0.59571,0.77514,0.36692,0.85109,0.60488,0.63014,0.6035,0.25314,0.57779,0.60274,0.57786,0.2467,2.29265,3.06471,1.38661,2.21567,0.000218,0.000218,0.000218
272,2167.94,0.59249,0.77206,0.36729,0.84441,0.64008,0.58469,0.61299,0.2554,0.63766,0.52055,0.57291,0.24063,2.27219,2.99809,1.40014,2.18717,0.0002114,0.0002114,0.0002114
273,2175.87,0.59204,0.77589,0.36918,0.84685,0.64374,0.56933,0.59955,0.25133,0.63787,0.53425,0.57335,0.23733,2.29587,3.00194,1.41785,2.20064,0.0002048,0.0002048,0.0002048
274,2183.53,0.59558,0.77289,0.36654,0.84392,0.6329,0.58447,0.60608,0.25201,0.60249,0.56059,0.5807,0.23893,2.28387,3.0596,1.45409,2.17404,0.0001982,0.0001982,0.0001982
275,2191.26,0.5861,0.76582,0.3608,0.84839,0.65172,0.56621,0.61746,0.2521,0.59677,0.57534,0.58843,0.24632,2.24897,3.0888,1.39182,2.1707,0.0001916,0.0001916,0.0001916
276,2198.85,0.5906,0.77488,0.36304,0.84885,0.66828,0.55251,0.60644,0.2549,0.64684,0.54338,0.59408,0.24573,2.25225,3.0677,1.35758,2.17029,0.000185,0.000185,0.000185
277,2206.75,0.58033,0.74971,0.3557,0.84627,0.66024,0.55708,0.59815,0.25258,0.64606,0.53881,0.58699,0.24855,2.25237,3.07347,1.32778,2.19539,0.0001784,0.0001784,0.0001784
278,2214.7,0.58356,0.75245,0.35975,0.84627,0.66259,0.56491,0.61155,0.25721,0.65146,0.52511,0.5853,0.24555,2.25453,3.06945,1.37898,2.17018,0.0001718,0.0001718,0.0001718
279,2222.21,0.57115,0.75892,0.35409,0.84191,0.6561,0.58904,0.61431,0.25844,0.65243,0.54795,0.59698,0.25741,2.24687,3.03935,1.37957,2.18308,0.0001652,0.0001652,0.0001652
280,2229.82,0.58044,0.74985,0.35842,0.84103,0.7006,0.55708,0.62445,0.26198,0.62565,0.53425,0.58257,0.24434,2.26529,3.08492,1.37924,2.21048,0.0001586,0.0001586,0.0001586
281,2237.49,0.57718,0.7628,0.36068,0.84531,0.68576,0.53881,0.61571,0.25506,0.57332,0.57078,0.57329,0.24431,2.25838,3.1305,1.41088,2.19471,0.000152,0.000152,0.000152
282,2245.26,0.57621,0.77219,0.35595,0.8495,0.71803,0.54338,0.62481,0.25387,0.63606,0.53469,0.58795,0.24719,2.25967,3.15682,1.39317,2.20972,0.0001454,0.0001454,0.0001454
283,2253.49,0.57744,0.76119,0.35843,0.84893,0.67035,0.58904,0.62196,0.25283,0.62797,0.54795,0.58433,0.24858,2.28395,3.12977,1.38954,2.22676,0.0001388,0.0001388,0.0001388
284,2261.17,0.57656,0.75662,0.36156,0.84891,0.6671,0.59361,0.63427,0.25323,0.64255,0.53425,0.59138,0.25121,2.28883,3.10095,1.41651,2.21705,0.0001322,0.0001322,0.0001322
285,2268.89,0.56715,0.74394,0.35358,0.84855,0.6579,0.59361,0.6294,0.25433,0.62766,0.52511,0.58889,0.2497,2.2737,3.09584,1.43946,2.18643,0.0001256,0.0001256,0.0001256
286,2276.53,0.56737,0.73545,0.35239,0.84627,0.67556,0.58447,0.62921,0.25553,0.62407,0.5382,0.58142,0.24897,2.28221,3.14486,1.43131,2.2183,0.000119,0.000119,0.000119
287,2284.32,0.57948,0.75752,0.35812,0.84884,0.70304,0.57078,0.63247,0.25641,0.64898,0.53187,0.5905,0.25305,2.27709,3.13358,1.40536,2.21931,0.0001124,0.0001124,0.0001124
288,2291.97,0.57155,0.73032,0.35381,0.84138,0.6621,0.58157,0.62192,0.2544,0.62933,0.56164,0.59959,0.24748,2.28534,3.15066,1.42624,2.22743,0.0001058,0.0001058,0.0001058
289,2299.7,0.57943,0.76265,0.3589,0.84687,0.66481,0.59817,0.63016,0.25819,0.61265,0.56621,0.59111,0.2452,2.28951,3.13815,1.42715,2.23362,9.92e-05,9.92e-05,9.92e-05
290,2307.34,0.5695,0.76308,0.35534,0.84796,0.71291,0.57078,0.63651,0.25656,0.64477,0.52216,0.58622,0.24572,2.29345,3.11226,1.4153,2.24794,9.26e-05,9.26e-05,9.26e-05
291,2316.21,0.53549,0.71818,0.33642,0.82862,0.69955,0.57412,0.6357,0.25228,0.6388,0.52491,0.58357,0.24337,2.30883,3.11276,1.45463,2.25338,8.6e-05,8.6e-05,8.6e-05
292,2323.77,0.52126,0.69488,0.32847,0.81881,0.68806,0.56621,0.6161,0.24585,0.62243,0.51142,0.56909,0.23539,2.30702,3.09657,1.40329,2.27183,7.94e-05,7.94e-05,7.94e-05
293,2331.25,0.51586,0.68042,0.32654,0.81521,0.68651,0.56621,0.6109,0.24197,0.62531,0.51598,0.56642,0.23548,2.31975,3.14548,1.41522,2.29111,7.28e-05,7.28e-05,7.28e-05
294,2338.71,0.5057,0.6754,0.32428,0.81439,0.63841,0.58904,0.60885,0.24211,0.61934,0.52511,0.56694,0.2408,2.32137,3.13837,1.40636,2.28941,6.62e-05,6.62e-05,6.62e-05
295,2346.3,0.49934,0.6719,0.3195,0.81521,0.61344,0.60869,0.61659,0.24432,0.64136,0.52055,0.57278,0.24484,2.2958,3.13737,1.39632,2.28189,5.96e-05,5.96e-05,5.96e-05
296,2353.8,0.50745,0.68848,0.3265,0.81526,0.66408,0.55251,0.60651,0.24418,0.56107,0.58447,0.57588,0.24854,2.30208,3.14242,1.41395,2.28954,5.3e-05,5.3e-05,5.3e-05
297,2361.22,0.50031,0.67492,0.32397,0.81888,0.67511,0.53425,0.60413,0.24377,0.56094,0.58447,0.58063,0.24632,2.30365,3.15314,1.39818,2.30097,4.64e-05,4.64e-05,4.64e-05
298,2368.72,0.48807,0.67881,0.31923,0.8175,0.69293,0.53582,0.61031,0.24653,0.63332,0.50685,0.57561,0.24807,2.30843,3.15443,1.41274,2.30972,3.98e-05,3.98e-05,3.98e-05
299,2376.26,0.49083,0.65624,0.31961,0.81146,0.68355,0.53425,0.60614,0.24584,0.64509,0.50685,0.57441,0.249,2.30686,3.12228,1.42113,2.29681,3.32e-05,3.32e-05,3.32e-05
300,2383.8,0.49007,0.677,0.31636,0.81478,0.70223,0.53881,0.61313,0.24785,0.63811,0.51142,0.58116,0.25072,2.30322,3.10589,1.41796,2.29162,2.66e-05,2.66e-05,2.66e-05
