epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,987.94,0.86775,1.09743,0.52871,0.92257,0.65672,0.55908,0.57149,0.21275,0.59677,0.56091,0.56839,0.21887,2.3409,2.61506,1.39621,2.12889,0.001175,0.001175,0.001175
127,995.599,0.88074,1.12962,0.53524,0.92781,0.61422,0.59817,0.61134,0.21844,0.58335,0.59456,0.60696,0.22616,2.35924,2.41551,1.36391,2.12993,0.0011684,0.0011684,0.0011684
128,1003.33,0.89447,1.13186,0.53962,0.91761,0.63856,0.57278,0.5907,0.22557,0.61146,0.54795,0.5771,0.22881,2.27325,2.77483,1.28257,2.13083,0.0011618,0.0011618,0.0011618
129,1010.84,0.88112,1.12633,0.53356,0.92129,0.68638,0.59962,0.6184,0.22883,0.59949,0.5673,0.58237,0.23116,2.31762,2.68102,1.35522,2.14099,0.0011552,0.0011552,0.0011552
130,1018.84,0.88707,1.13512,0.53311,0.91735,0.66969,0.57534,0.59465,0.23341,0.63638,0.53881,0.57649,0.23431,2.27806,2.68079,1.33804,2.16506,0.0011486,0.0011486,0.0011486
131,1026.43,0.87752,1.10708,0.52298,0.91801,0.64817,0.57078,0.60312,0.22707,0.60393,0.53881,0.59317,0.23795,2.31187,2.58199,1.40155,2.18374,0.001142,0.001142,0.001142
132,1034.09,0.86155,1.08502,0.51646,0.91435,0.65757,0.58447,0.60549,0.23358,0.64644,0.57534,0.60665,0.25012,2.27034,2.59959,1.39505,2.13094,0.0011354,0.0011354,0.0011354
133,1042.47,0.86723,1.08176,0.51306,0.9139,0.66679,0.55708,0.61446,0.25021,0.56556,0.57078,0.58439,0.24431,2.24397,2.72576,1.34189,1.9899,0.0011288,0.0011288,0.0011288
134,1051.59,0.86199,1.08116,0.51179,0.91403,0.62523,0.55708,0.58274,0.23134,0.63098,0.51142,0.58343,0.23843,2.28887,2.56542,1.28613,2.12161,0.0011222,0.0011222,0.0011222
135,1061.41,0.88656,1.09614,0.5218,0.92056,0.6204,0.60274,0.60063,0.23131,0.58793,0.58904,0.59552,0.25057,2.26855,2.6747,1.3751,2.05031,0.0011156,0.0011156,0.0011156
136,1070.69,0.85295,1.06384,0.51243,0.91308,0.67041,0.60274,0.62916,0.23156,0.61091,0.58073,0.61319,0.25068,2.30149,2.47962,1.27857,2.10222,0.001109,0.001109,0.001109
137,1079.7,0.85775,1.07198,0.51024,0.91412,0.66396,0.64384,0.6295,0.24078,0.60384,0.60551,0.6097,0.24831,2.30986,2.6699,1.23756,2.17739,0.0011024,0.0011024,0.0011024
138,1088.03,0.85806,1.06212,0.50985,0.90689,0.61299,0.57078,0.6043,0.23941,0.64111,0.50228,0.59285,0.24957,2.24209,2.59035,1.42387,2.01087,0.0010958,0.0010958,0.0010958
139,1095.72,0.8514,1.10603,0.51407,0.91508,0.68324,0.53187,0.59287,0.23979,0.6377,0.53881,0.59642,0.24029,2.25081,2.50539,1.3531,2.06532,0.0010892,0.0010892,0.0010892
140,1103.77,0.83122,1.0416,0.49913,0.90489,0.65937,0.55684,0.59343,0.23198,0.67397,0.49315,0.58013,0.23033,2.2923,2.55071,1.30568,2.11104,0.0010826,0.0010826,0.0010826
141,1111.38,0.84821,1.07867,0.51291,0.9075,0.62343,0.56164,0.57927,0.22098,0.63053,0.5377,0.58212,0.23863,2.29072,2.54117,1.42974,2.10605,0.001076,0.001076,0.001076
142,1118.92,0.8247,1.02741,0.49521,0.90273,0.61911,0.58904,0.60082,0.23208,0.638,0.54795,0.58828,0.24216,2.29819,2.55709,1.3636,2.17323,0.0010694,0.0010694,0.0010694
143,1126.45,0.84132,1.07906,0.50961,0.90435,0.63428,0.53425,0.54161,0.20895,0.57205,0.51598,0.55113,0.21426,2.35456,2.75988,1.40891,2.20771,0.0010628,0.0010628,0.0010628
144,1134.11,0.85152,1.07101,0.50061,0.90886,0.61132,0.60731,0.57422,0.22609,0.55489,0.59201,0.5739,0.23247,2.32173,2.70279,1.37545,2.17362,0.0010562,0.0010562,0.0010562
145,1142.23,0.83907,1.04674,0.49803,0.90443,0.61825,0.621,0.60113,0.24133,0.62361,0.59817,0.61505,0.24499,2.2659,2.65862,1.33612,2.13656,0.0010496,0.0010496,0.0010496
146,1149.9,0.82091,1.03171,0.50324,0.89832,0.56522,0.56164,0.56501,0.22235,0.57797,0.57991,0.57466,0.21816,2.30763,2.65148,1.39608,2.08634,0.001043,0.001043,0.001043
147,1157.63,0.82405,1.05654,0.49508,0.8997,0.5753,0.52968,0.51936,0.20851,0.60997,0.56416,0.56089,0.22811,2.27135,2.85007,1.45266,2.09227,0.0010364,0.0010364,0.0010364
148,1165.24,0.828,1.02728,0.49063,0.89749,0.64671,0.56003,0.58443,0.22323,0.64575,0.55251,0.60315,0.24647,2.3055,2.73562,1.38836,2.11452,0.0010298,0.0010298,0.0010298
149,1172.83,0.82287,1.08002,0.49471,0.90127,0.60957,0.60598,0.59631,0.21958,0.59153,0.57078,0.58384,0.23645,2.34471,2.59692,1.4184,2.16627,0.0010232,0.0010232,0.0010232
150,1180.73,0.81675,1.04808,0.48697,0.89702,0.6064,0.59797,0.58989,0.22758,0.64972,0.53425,0.59341,0.23356,2.34177,2.60805,1.42913,2.11998,0.0010166,0.0010166,0.0010166
151,1188.42,0.83386,1.05234,0.49921,0.89936,0.66654,0.55251,0.59319,0.21472,0.66322,0.52511,0.60161,0.23448,2.36984,2.61832,1.36937,2.20325,0.00101,0.00101,0.00101
152,1195.94,0.80917,1.03737,0.48352,0.90511,0.60027,0.56621,0.58936,0.21394,0.62614,0.49772,0.57427,0.2129,2.36488,2.70984,1.44082,2.164,0.0010034,0.0010034,0.0010034
153,1203.56,0.79638,0.99833,0.47966,0.89946,0.61357,0.58447,0.60767,0.22822,0.58481,0.55708,0.58802,0.23416,2.31905,2.53019,1.37447,2.1096,0.0009968,0.0009968,0.0009968
154,1211.16,0.81278,1.0393,0.48776,0.89775,0.64213,0.57534,0.59593,0.2278,0.61006,0.5358,0.58521,0.23915,2.26768,2.63914,1.41973,2.07697,0.0009902,0.0009902,0.0009902
155,1219.15,0.81176,1.0241,0.48489,0.90305,0.62973,0.60274,0.60578,0.22258,0.5609,0.53661,0.56818,0.23247,2.29595,2.65332,1.41802,2.13781,0.0009836,0.0009836,0.0009836
156,1226.92,0.82691,1.03841,0.48347,0.90216,0.65099,0.58447,0.6161,0.23095,0.54954,0.57377,0.59871,0.24735,2.34801,2.53286,1.44108,2.17304,0.000977,0.000977,0.000977
157,1234.41,0.82092,1.03222,0.4894,0.89828,0.64621,0.58447,0.60964,0.22528,0.6338,0.52951,0.5909,0.23283,2.34585,2.61355,1.42782,2.14247,0.0009704,0.0009704,0.0009704
158,1241.98,0.81876,1.02231,0.49182,0.89874,0.6908,0.53425,0.58014,0.21575,0.64046,0.49772,0.56271,0.21745,2.36804,2.71616,1.38675,2.22291,0.0009638,0.0009638,0.0009638
159,1249.64,0.79819,1.02743,0.48437,0.89232,0.605,0.59361,0.58932,0.21848,0.66802,0.53881,0.57726,0.22363,2.39737,2.63331,1.40193,2.22315,0.0009572,0.0009572,0.0009572
160,1257.58,0.79909,1.01815,0.47747,0.88985,0.59259,0.57783,0.56028,0.20983,0.59123,0.56798,0.58514,0.23062,2.41832,2.82302,1.4711,2.22815,0.0009506,0.0009506,0.0009506
161,1265.46,0.81469,1.03039,0.4843,0.89994,0.63199,0.53881,0.56262,0.22144,0.61998,0.57362,0.59433,0.23515,2.34106,2.61783,1.3953,2.1628,0.000944,0.000944,0.000944
162,1273.02,0.80451,1.02899,0.48189,0.89602,0.67383,0.57534,0.59194,0.2267,0.63597,0.49315,0.54515,0.22214,2.29555,2.64498,1.36111,2.15373,0.0009374,0.0009374,0.0009374
163,1280.7,0.83154,1.0463,0.4897,0.90588,0.6485,0.56444,0.59372,0.23038,0.61244,0.54119,0.58491,0.23742,2.32194,2.52454,1.27701,2.10873,0.0009308,0.0009308,0.0009308
164,1288.4,0.78129,0.9804,0.46913,0.88523,0.73281,0.56357,0.6137,0.24161,0.69705,0.53583,0.6025,0.24979,2.29264,2.54469,1.33003,2.14489,0.0009242,0.0009242,0.0009242
165,1296.64,0.79306,1.02168,0.47346,0.8883,0.66364,0.58904,0.61027,0.23544,0.64306,0.57078,0.6075,0.2509,2.28139,2.6663,1.2989,2.17931,0.0009176,0.0009176,0.0009176
166,1304.58,0.79377,0.98482,0.46615,0.88682,0.64968,0.58904,0.60782,0.2407,0.6472,0.57991,0.6051,0.25143,2.30361,2.64693,1.3267,2.17575,0.000911,0.000911,0.000911
167,1312.26,0.7936,0.99111,0.46569,0.88963,0.66614,0.59361,0.61288,0.23819,0.63997,0.57078,0.61664,0.26157,2.348,2.7358,1.36869,2.18083,0.0009044,0.0009044,0.0009044
168,1320.01,0.78851,0.98074,0.46506,0.8893,0.67391,0.52968,0.59116,0.22986,0.59749,0.56621,0.59492,0.25215,2.37152,2.75485,1.44689,2.20194,0.0008978,0.0008978,0.0008978
169,1327.61,0.784,1.00053,0.47126,0.89283,0.69555,0.58447,0.62554,0.24054,0.65603,0.55251,0.62403,0.26304,2.32536,2.63959,1.29908,2.17906,0.0008912,0.0008912,0.0008912
170,1335.77,0.77741,1.01412,0.4697,0.88553,0.62167,0.60775,0.60099,0.24672,0.70903,0.52055,0.61361,0.25354,2.29163,2.66827,1.33399,2.11849,0.0008846,0.0008846,0.0008846
171,1343.58,0.81002,1.01361,0.47497,0.89198,0.68853,0.57534,0.61928,0.23979,0.68299,0.54338,0.58614,0.24781,2.31401,2.70564,1.34485,2.12947,0.000878,0.000878,0.000878
172,1351.3,0.76636,0.98857,0.46034,0.88702,0.73572,0.58904,0.64695,0.25418,0.70288,0.53425,0.60504,0.24976,2.2924,2.69859,1.29504,2.14718,0.0008714,0.0008714,0.0008714
173,1359.04,0.78174,1.00457,0.46962,0.88846,0.67532,0.56037,0.60402,0.23705,0.55924,0.59674,0.58738,0.24442,2.23309,2.78007,1.4142,2.02326,0.0008648,0.0008648,0.0008648
174,1366.68,0.77278,0.97396,0.46165,0.88384,0.65358,0.54795,0.5783,0.23724,0.65952,0.51598,0.58262,0.23682,2.27513,2.76906,1.37527,2.12141,0.0008582,0.0008582,0.0008582
175,1374.89,0.74382,0.94882,0.45094,0.87874,0.68542,0.57534,0.60667,0.24537,0.6066,0.54919,0.58736,0.23993,2.26432,2.79426,1.32588,2.10539,0.0008516,0.0008516,0.0008516
176,1383.05,0.76457,0.96444,0.46464,0.88472,0.65142,0.5632,0.60011,0.25445,0.68939,0.54795,0.6178,0.25947,2.25163,2.76644,1.32056,2.14634,0.000845,0.000845,0.000845
177,1390.8,0.7592,0.96757,0.45363,0.88928,0.6281,0.54754,0.58264,0.24023,0.59986,0.53881,0.57152,0.23435,2.28103,2.82473,1.35506,2.19938,0.0008384,0.0008384,0.0008384
178,1398.28,0.7711,0.98346,0.46096,0.88905,0.67494,0.57534,0.62041,0.2518,0.64172,0.54795,0.59675,0.24969,2.25951,2.9228,1.29873,2.14859,0.0008318,0.0008318,0.0008318
179,1406.26,0.75178,0.94055,0.45694,0.88015,0.62167,0.63776,0.61846,0.23996,0.62268,0.54795,0.59746,0.24799,2.28827,2.77749,1.25689,2.16371,0.0008252,0.0008252,0.0008252
180,1415.22,0.75834,0.98263,0.44872,0.88284,0.63141,0.59361,0.60952,0.23779,0.5998,0.5475,0.57937,0.2331,2.27857,2.75741,1.40543,2.10869,0.0008186,0.0008186,0.0008186
181,1424.68,0.7613,0.94296,0.45566,0.87956,0.71896,0.53736,0.61442,0.24389,0.68142,0.50788,0.60002,0.24727,2.2615,2.96521,1.31965,2.10774,0.000812,0.000812,0.000812
182,1433.65,0.74517,0.95108,0.44877,0.88333,0.59961,0.60731,0.63286,0.24297,0.68415,0.52968,0.60236,0.25091,2.27555,2.82355,1.37087,2.09082,0.0008054,0.0008054,0.0008054
183,1442.45,0.76802,0.94959,0.45664,0.88764,0.68967,0.55813,0.60034,0.2455,0.73642,0.49772,0.6082,0.25915,2.26731,2.76087,1.34727,2.16364,0.0007988,0.0007988,0.0007988
184,1451.5,0.74921,0.93031,0.45031,0.88463,0.5881,0.5672,0.58197,0.23985,0.58388,0.56383,0.56134,0.24393,2.24457,2.92437,1.44951,2.07187,0.0007922,0.0007922,0.0007922
185,1461.14,0.73635,0.94864,0.44564,0.87481,0.60225,0.5877,0.602,0.24436,0.599,0.54795,0.57403,0.24691,2.24425,2.9439,1.37519,2.092,0.0007856,0.0007856,0.0007856
186,1469.96,0.73916,0.95253,0.44464,0.88505,0.65947,0.60274,0.63142,0.25035,0.68732,0.52511,0.60763,0.26021,2.25534,2.89276,1.31544,2.18755,0.000779,0.000779,0.000779
187,1478.82,0.7462,0.93693,0.44107,0.87708,0.6328,0.54795,0.56705,0.22908,0.64585,0.50685,0.57123,0.24032,2.31757,2.84572,1.47264,2.19022,0.0007724,0.0007724,0.0007724
188,1487.57,0.74892,0.93744,0.44916,0.88307,0.68182,0.54794,0.58736,0.24026,0.6422,0.52511,0.56587,0.24603,2.27169,2.90659,1.41235,2.09712,0.0007658,0.0007658,0.0007658
189,1496.11,0.75091,0.9388,0.44818,0.88339,0.64954,0.55708,0.596,0.23322,0.60965,0.52774,0.55567,0.23531,2.27505,2.91269,1.50846,2.08225,0.0007592,0.0007592,0.0007592
190,1504.24,0.73359,0.91615,0.44088,0.8735,0.61561,0.59817,0.6112,0.23831,0.70966,0.47489,0.57762,0.2498,2.26093,2.89245,1.43674,2.14114,0.0007526,0.0007526,0.0007526
191,1513.21,0.74969,0.94998,0.45506,0.87988,0.6455,0.56621,0.59222,0.23742,0.57689,0.53425,0.56672,0.236,2.29305,2.82205,1.42846,2.1703,0.000746,0.000746,0.000746
192,1522.2,0.70916,0.89833,0.42877,0.86998,0.61963,0.621,0.60173,0.23097,0.57608,0.57534,0.57106,0.2324,2.30671,2.86276,1.40422,2.2307,0.0007394,0.0007394,0.0007394
193,1531.2,0.7344,0.93271,0.44186,0.87766,0.59184,0.61644,0.60512,0.23733,0.55721,0.5976,0.57903,0.23434,2.24398,2.85597,1.38044,2.18503,0.0007328,0.0007328,0.0007328
194,1540.74,0.73153,0.94191,0.43797,0.87427,0.61663,0.61694,0.60488,0.2287,0.55138,0.58904,0.57633,0.23486,2.25473,2.85628,1.42564,2.18804,0.0007262,0.0007262,0.0007262
195,1549.74,0.72799,0.92509,0.43554,0.8808,0.5979,0.58904,0.60031,0.22915,0.57473,0.56621,0.57968,0.23652,2.31881,2.78053,1.42875,2.21541,0.0007196,0.0007196,0.0007196
196,1558.71,0.72834,0.9412,0.4439,0.87774,0.69391,0.53425,0.58025,0.22554,0.67804,0.52055,0.58219,0.23563,2.31745,2.88841,1.44003,2.19921,0.000713,0.000713,0.000713
197,1567.78,0.72026,0.91274,0.43603,0.8735,0.61702,0.57534,0.6027,0.22868,0.58274,0.54338,0.57202,0.24354,2.334,2.81004,1.47811,2.20027,0.0007064,0.0007064,0.0007064
198,1577.16,0.72601,0.9153,0.44478,0.88473,0.69236,0.57991,0.62533,0.23993,0.65033,0.52968,0.58055,0.24459,2.30106,2.87051,1.36488,2.18457,0.0006998,0.0006998,0.0006998
199,1586.39,0.72387,0.92411,0.43147,0.8748,0.6587,0.61689,0.62313,0.24321,0.57651,0.53425,0.5583,0.2274,2.36285,2.93333,1.38614,2.22234,0.0006932,0.0006932,0.0006932
200,1595.4,0.72842,0.93693,0.4347,0.87594,0.60706,0.61187,0.6034,0.23037,0.57325,0.57078,0.56942,0.23443,2.34869,2.84309,1.34581,2.26085,0.0006866,0.0006866,0.0006866
201,1604.45,0.7036,0.89747,0.42512,0.87003,0.67901,0.55251,0.59308,0.2308,0.60715,0.50685,0.5632,0.22273,2.2999,2.82739,1.38744,2.18947,0.00068,0.00068,0.00068
202,1613.56,0.70019,0.9074,0.42921,0.87441,0.65418,0.56164,0.5749,0.21569,0.57023,0.52968,0.54084,0.21682,2.32366,2.8903,1.41283,2.20781,0.0006734,0.0006734,0.0006734
203,1623.07,0.70258,0.91449,0.42909,0.87603,0.66281,0.56164,0.56311,0.22725,0.59705,0.53881,0.54117,0.21934,2.30519,2.83867,1.42455,2.15495,0.0006668,0.0006668,0.0006668
204,1632.03,0.7101,0.91208,0.42772,0.87648,0.66544,0.53425,0.59281,0.24661,0.6131,0.48858,0.56419,0.24353,2.27016,2.81516,1.36059,2.16359,0.0006602,0.0006602,0.0006602
205,1640.84,0.70484,0.89704,0.42918,0.86628,0.66943,0.58904,0.60473,0.23784,0.59395,0.53881,0.57027,0.23749,2.27137,2.85729,1.36282,2.18617,0.0006536,0.0006536,0.0006536
206,1648.53,0.69734,0.89021,0.41862,0.86732,0.65135,0.60274,0.61444,0.24885,0.6981,0.52055,0.59572,0.24866,2.28218,2.8388,1.2916,2.22397,0.000647,0.000647,0.000647
207,1656.63,0.70491,0.90817,0.4261,0.87112,0.63171,0.63014,0.61108,0.25196,0.60271,0.60274,0.59605,0.24073,2.28652,2.8275,1.25478,2.19008,0.0006404,0.0006404,0.0006404
208,1666.18,0.6983,0.89235,0.4264,0.87223,0.64554,0.55718,0.60666,0.25753,0.56805,0.55847,0.57999,0.24914,2.26316,2.83656,1.35219,2.10557,0.0006338,0.0006338,0.0006338
209,1675.7,0.69556,0.88555,0.41947,0.86618,0.68066,0.57423,0.62913,0.24981,0.65012,0.47945,0.57447,0.24321,2.27886,2.83891,1.33886,2.22632,0.0006272,0.0006272,0.0006272
210,1684.64,0.68798,0.88108,0.42257,0.87196,0.65266,0.59817,0.62012,0.24732,0.66016,0.54795,0.6061,0.25479,2.28825,2.81673,1.32334,2.26243,0.0006206,0.0006206,0.0006206
211,1692.65,0.69609,0.89293,0.42452,0.86888,0.657,0.58904,0.62058,0.24311,0.61573,0.55708,0.59149,0.23991,2.32098,2.77116,1.39026,2.25722,0.000614,0.000614,0.000614
212,1700.39,0.68466,0.86022,0.4163,0.8704,0.67945,0.57078,0.63012,0.24986,0.55426,0.57078,0.57362,0.24363,2.30487,2.83829,1.31444,2.26652,0.0006074,0.0006074,0.0006074
213,1708.41,0.68856,0.87022,0.41609,0.86218,0.70826,0.56164,0.62452,0.25074,0.56536,0.57991,0.60668,0.25377,2.24981,2.79412,1.32124,2.21103,0.0006008,0.0006008,0.0006008
214,1716.63,0.67601,0.88794,0.41685,0.87235,0.66125,0.55264,0.58523,0.24414,0.57572,0.58863,0.57887,0.24393,2.28007,2.65591,1.30766,2.18173,0.0005942,0.0005942,0.0005942
215,1724.31,0.68531,0.87469,0.41876,0.86157,0.67849,0.53964,0.59458,0.23881,0.56234,0.57496,0.56422,0.23671,2.27325,2.7181,1.41056,2.17027,0.0005876,0.0005876,0.0005876
216,1731.87,0.68185,0.8852,0.41281,0.86341,0.62047,0.58974,0.58612,0.22889,0.57513,0.57991,0.57099,0.23772,2.28266,2.81134,1.38497,2.20792,0.000581,0.000581,0.000581
217,1739.57,0.68636,0.86441,0.41553,0.86703,0.62754,0.63014,0.62056,0.24403,0.56069,0.56621,0.56671,0.23331,2.30973,2.97685,1.30263,2.25564,0.0005744,0.0005744,0.0005744
218,1747.24,0.67662,0.87478,0.41608,0.86252,0.60569,0.61644,0.60819,0.24171,0.55899,0.57991,0.56629,0.24123,2.28741,2.90916,1.43321,2.18768,0.0005678,0.0005678,0.0005678
219,1755.29,0.67704,0.86934,0.41309,0.86101,0.64516,0.56621,0.58437,0.23874,0.57389,0.56164,0.57646,0.24375,2.29324,2.82706,1.40165,2.17031,0.0005612,0.0005612,0.0005612
220,1763.04,0.69919,0.89905,0.42635,0.86732,0.66089,0.57991,0.60252,0.24202,0.61366,0.53881,0.58185,0.23873,2.312,2.86579,1.41021,2.19421,0.0005546,0.0005546,0.0005546
221,1770.7,0.69358,0.88883,0.41898,0.86396,0.65595,0.56164,0.61181,0.2491,0.55657,0.52511,0.55865,0.23237,2.29128,2.8431,1.44182,2.18868,0.000548,0.000548,0.000548
222,1778.33,0.68189,0.88435,0.41189,0.86485,0.67323,0.54338,0.60758,0.24511,0.5608,0.52968,0.56318,0.23736,2.34534,2.82127,1.47097,2.20757,0.0005414,0.0005414,0.0005414
223,1786.08,0.68212,0.87285,0.41657,0.86351,0.62413,0.57991,0.60883,0.2485,0.5913,0.53425,0.5695,0.24703,2.28452,2.85986,1.48846,2.16571,0.0005348,0.0005348,0.0005348
224,1794.15,0.67811,0.86281,0.40928,0.86624,0.64868,0.57991,0.61409,0.24574,0.58688,0.56164,0.59005,0.2386,2.31464,2.83579,1.37358,2.2229,0.0005282,0.0005282,0.0005282
225,1802.06,0.67439,0.87074,0.40698,0.86383,0.62536,0.59817,0.58846,0.23376,0.60033,0.57534,0.6023,0.24584,2.31462,2.9119,1.40057,2.22709,0.0005216,0.0005216,0.0005216
226,1809.6,0.66973,0.84593,0.40729,0.86239,0.61249,0.60274,0.599,0.25043,0.59908,0.57534,0.59894,0.2431,2.27827,2.94242,1.39766,2.16846,0.000515,0.000515,0.000515
227,1817.26,0.66513,0.86262,0.40552,0.86538,0.59809,0.58904,0.59692,0.24488,0.58279,0.54338,0.56338,0.23213,2.28937,2.99037,1.39695,2.18014,0.0005084,0.0005084,0.0005084
228,1824.73,0.68161,0.8472,0.40957,0.86169,0.61953,0.57078,0.59724,0.23854,0.6119,0.55251,0.58784,0.23985,2.33883,2.95108,1.38319,2.22286,0.0005018,0.0005018,0.0005018
229,1832.79,0.65294,0.85286,0.40435,0.86242,0.68167,0.55735,0.60573,0.23158,0.65489,0.53425,0.60389,0.24922,2.36041,3.03354,1.38362,2.2724,0.0004952,0.0004952,0.0004952
230,1840.75,0.66501,0.84131,0.40843,0.86865,0.6534,0.60731,0.62452,0.24833,0.59919,0.55708,0.5883,0.25004,2.29521,3.14135,1.41326,2.19835,0.0004886,0.0004886,0.0004886
231,1848.38,0.65907,0.83341,0.40294,0.86315,0.66235,0.57991,0.61974,0.24287,0.61073,0.53425,0.58084,0.24619,2.28611,3.01184,1.38101,2.15466,0.000482,0.000482,0.000482
232,1855.91,0.66888,0.86258,0.4051,0.86898,0.58836,0.62003,0.61596,0.23801,0.57033,0.61216,0.60165,0.25264,2.3207,2.97215,1.39375,2.25557,0.0004754,0.0004754,0.0004754
233,1863.46,0.65514,0.847,0.40245,0.8615,0.61625,0.60127,0.60958,0.23844,0.57881,0.56475,0.58127,0.24304,2.31455,2.98019,1.35942,2.23108,0.0004688,0.0004688,0.0004688
234,1871.51,0.66361,0.84709,0.39718,0.86434,0.66257,0.56621,0.60047,0.23416,0.54493,0.59817,0.57238,0.2388,2.30377,2.87761,1.3292,2.22931,0.0004622,0.0004622,0.0004622
235,1879.31,0.65481,0.82875,0.39988,0.85539,0.66847,0.52055,0.5771,0.23526,0.70172,0.53881,0.62132,0.24527,2.30744,2.95283,1.34831,2.22991,0.0004556,0.0004556,0.0004556
236,1886.99,0.64944,0.83574,0.39738,0.86069,0.60452,0.60274,0.60973,0.24125,0.66835,0.51598,0.60435,0.24808,2.32752,2.94068,1.3676,2.24235,0.000449,0.000449,0.000449
237,1894.66,0.65974,0.86596,0.40329,0.86202,0.64038,0.57732,0.60826,0.24234,0.61202,0.55708,0.5979,0.25016,2.33787,2.85655,1.36914,2.24537,0.0004424,0.0004424,0.0004424
238,1902.21,0.64627,0.84372,0.39543,0.85976,0.6478,0.5795,0.63115,0.25284,0.62357,0.55975,0.6085,0.25233,2.30928,2.9528,1.37119,2.22951,0.0004358,0.0004358,0.0004358
239,1910.31,0.6554,0.84869,0.39363,0.86025,0.59708,0.59361,0.62428,0.24878,0.61907,0.52511,0.59809,0.25441,2.31807,2.91272,1.38046,2.24001,0.0004292,0.0004292,0.0004292
240,1918.18,0.63726,0.83404,0.3918,0.85741,0.66488,0.5798,0.62271,0.24065,0.64114,0.53843,0.59775,0.24335,2.2936,2.91924,1.37741,2.20754,0.0004226,0.0004226,0.0004226
241,1925.95,0.64574,0.841,0.39396,0.85796,0.61998,0.61085,0.61458,0.24173,0.60387,0.60274,0.60613,0.23773,2.34546,2.9494,1.37501,2.27263,0.000416,0.000416,0.000416
242,1933.51,0.62671,0.81744,0.38632,0.85609,0.62577,0.57267,0.59409,0.23386,0.63685,0.48858,0.56757,0.23363,2.33038,2.97041,1.36783,2.25936,0.0004094,0.0004094,0.0004094
243,1941.13,0.63784,0.81912,0.39019,0.85783,0.66591,0.54338,0.59165,0.23646,0.57861,0.5831,0.59271,0.24604,2.34995,3.03845,1.44095,2.26984,0.0004028,0.0004028,0.0004028
244,1949.07,0.64203,0.82377,0.3921,0.85806,0.66091,0.60731,0.62114,0.24518,0.6158,0.56621,0.5757,0.24492,2.31991,2.90623,1.39769,2.254,0.0003962,0.0003962,0.0003962
245,1957.22,0.65167,0.82372,0.39709,0.86043,0.61339,0.60855,0.61671,0.23876,0.57547,0.55251,0.57096,0.24528,2.31687,2.99223,1.46147,2.22746,0.0003896,0.0003896,0.0003896
246,1965.29,0.63909,0.83913,0.39022,0.85863,0.61529,0.59885,0.59814,0.23059,0.57955,0.58904,0.59254,0.24139,2.32314,2.94345,1.43233,2.29279,0.000383,0.000383,0.000383
247,1973.27,0.64764,0.84633,0.39444,0.85545,0.61572,0.58447,0.60418,0.23502,0.5691,0.55251,0.57448,0.2368,2.33537,2.97809,1.43158,2.22863,0.0003764,0.0003764,0.0003764
248,1980.8,0.6408,0.83578,0.39285,0.85831,0.64011,0.58904,0.6234,0.24696,0.60099,0.54334,0.57765,0.24162,2.31488,2.93973,1.42016,2.23382,0.0003698,0.0003698,0.0003698
249,1988.38,0.62255,0.79409,0.38718,0.85517,0.67986,0.58447,0.6321,0.2451,0.63445,0.57991,0.60366,0.2413,2.32067,2.91457,1.37315,2.27145,0.0003632,0.0003632,0.0003632
250,1996.15,0.62919,0.80602,0.39135,0.85045,0.66598,0.57991,0.60589,0.23892,0.62107,0.54338,0.58187,0.23462,2.35533,3.0159,1.42029,2.28499,0.0003566,0.0003566,0.0003566
251,2003.99,0.61406,0.78482,0.37713,0.85306,0.65513,0.58117,0.59634,0.23298,0.61914,0.54795,0.58206,0.23819,2.33991,3.05437,1.41166,2.27663,0.00035,0.00035,0.00035
252,2012.15,0.61526,0.80682,0.37813,0.85232,0.68069,0.57078,0.59644,0.24002,0.66284,0.55251,0.5889,0.24522,2.29774,2.99549,1.39184,2.25443,0.0003434,0.0003434,0.0003434
253,2020.04,0.61971,0.78687,0.38022,0.85292,0.6571,0.57078,0.59365,0.24898,0.63956,0.53425,0.58686,0.24855,2.3085,3.01135,1.40231,2.25972,0.0003368,0.0003368,0.0003368
254,2027.63,0.61794,0.79818,0.37807,0.8528,0.67082,0.57694,0.61496,0.24788,0.65322,0.55708,0.60147,0.25015,2.26974,2.96499,1.40207,2.23809,0.0003302,0.0003302,0.0003302
255,2035.23,0.6048,0.79693,0.37625,0.85349,0.69631,0.54795,0.60246,0.24698,0.62869,0.57078,0.60972,0.259,2.29433,3.07245,1.37173,2.23795,0.0003236,0.0003236,0.0003236
256,2042.89,0.62285,0.80354,0.38709,0.85374,0.70596,0.52624,0.6038,0.24749,0.72623,0.51142,0.60357,0.2507,2.32184,3.10466,1.3599,2.22733,0.000317,0.000317,0.000317
257,2050.68,0.62308,0.82245,0.38122,0.85439,0.69082,0.54074,0.59732,0.24519,0.66183,0.51832,0.58394,0.24102,2.3138,2.96965,1.41536,2.25852,0.0003104,0.0003104,0.0003104
